Episode,BotName,BotId,SharedQTable,TotalReward,CheckpointsReached,BestCheckpointIndex,CoinsCollected,BombsHit,Duration,Epsilon,EndReason,LearnedStateCount,QTableFile,NewBest
1,Bot 09,B09,True,68.094,2,1,0,0,25.676,1.000,Stuck,42,q_table_v5.json,True
2,Bot 07,B07,True,64.444,2,1,0,0,26.504,0.995,Stuck,44,q_table_v5.json,False
3,Bot 05,B05,True,65.495,2,1,0,0,29.653,0.990,Stuck,50,q_table_v5.json,False
4,Bot 04,B04,True,110.282,3,2,0,0,50.946,0.985,Stuck,74,q_table_v5.json,True
5,Bot 10,B10,True,213.927,6,5,9,1,51.445,0.980,Stuck,76,q_table_v5.json,True
6,Bot 09,B09,True,69.408,2,1,0,0,26.261,0.975,Stuck,77,q_table_v5.json,False
7,Bot 05,B05,True,70.550,2,1,0,0,25.845,0.970,Stuck,81,q_table_v5.json,False
8,Bot 03,B03,True,241.074,7,6,6,2,70.741,0.966,Stuck,90,q_table_v5.json,True
9,Bot 02,B02,True,215.513,6,5,2,3,72.814,0.961,Stuck,91,q_table_v5.json,False
10,Bot 08,B08,True,326.759,9,8,10,1,76.623,0.956,Stuck,98,q_table_v5.json,True
11,Bot 10,B10,True,71.424,2,1,0,0,25.344,0.951,Stuck,98,q_table_v5.json,False
12,Bot 04,B04,True,65.235,2,1,0,0,28.746,0.946,Stuck,99,q_table_v5.json,False
13,Bot 05,B05,True,74.205,2,1,0,0,29.823,0.942,Stuck,105,q_table_v5.json,False
14,Bot 01,B01,True,391.635,11,10,2,1,90.047,0.937,TimeLimit,110,q_table_v5.json,True
15,Bot 06,B06,True,317.528,9,8,2,2,90.047,0.932,TimeLimit,110,q_table_v5.json,False
16,Bot 07,B07,True,288.045,8,7,2,1,64.619,0.928,Stuck,110,q_table_v5.json,False
17,Bot 02,B02,True,64.436,2,1,0,0,27.092,0.923,Stuck,112,q_table_v5.json,False
18,Bot 03,B03,True,102.418,3,2,0,1,32.473,0.918,Stuck,114,q_table_v5.json,False
19,Bot 04,B04,True,64.262,2,1,0,0,25.762,0.914,Stuck,115,q_table_v5.json,False
20,Bot 05,B05,True,66.959,2,1,0,0,26.427,0.909,Stuck,121,q_table_v5.json,False
21,Bot 09,B09,True,243.311,7,6,6,2,60.967,0.905,Stuck,121,q_table_v5.json,False
22,Bot 07,B07,True,66.949,2,1,0,0,31.396,0.900,Stuck,129,q_table_v5.json,False
23,Bot 08,B08,True,186.718,5,4,0,0,46.394,0.896,Stuck,129,q_table_v5.json,False
24,Bot 02,B02,True,66.508,2,1,0,0,30.568,0.891,Stuck,130,q_table_v5.json,False
25,Bot 04,B04,True,65.492,2,1,0,0,28.247,0.887,Stuck,130,q_table_v5.json,False
26,Bot 05,B05,True,36.610,1,0,0,0,22.452,0.882,Stuck,130,q_table_v5.json,False
27,Bot 01,B01,True,91.574,3,2,2,2,44.898,0.878,Stuck,130,q_table_v5.json,False
28,Bot 09,B09,True,70.187,2,1,0,0,25.934,0.873,Stuck,131,q_table_v5.json,False
29,Bot 06,B06,True,218.598,6,5,6,1,63.209,0.869,Stuck,139,q_table_v5.json,False
30,Bot 08,B08,True,107.554,3,2,0,0,33.137,0.865,Stuck,140,q_table_v5.json,False
31,Bot 05,B05,True,65.888,2,1,0,0,25.265,0.860,Stuck,142,q_table_v5.json,False
32,Bot 02,B02,True,111.026,3,2,0,0,33.867,0.856,Stuck,145,q_table_v5.json,False
33,Bot 07,B07,True,180.790,5,4,0,0,43.580,0.852,Stuck,146,q_table_v5.json,False
34,Bot 10,B10,True,436.583,12,11,2,0,90.046,0.848,TimeLimit,146,q_table_v5.json,True
35,Bot 03,B03,True,284.939,8,7,10,0,70.753,0.843,Stuck,146,q_table_v5.json,False
36,Bot 04,B04,True,96.625,3,2,3,3,44.737,0.839,Stuck,147,q_table_v5.json,False
37,Bot 06,B06,True,67.783,2,1,0,0,25.676,0.835,Stuck,147,q_table_v5.json,False
38,Bot 09,B09,True,221.779,6,5,3,0,47.880,0.831,Stuck,147,q_table_v5.json,False
39,Bot 01,B01,True,174.403,5,4,4,2,52.314,0.827,Stuck,148,q_table_v5.json,False
40,Bot 02,B02,True,101.275,3,2,0,0,30.083,0.822,Stuck,148,q_table_v5.json,False
41,Bot 10,B10,True,99.670,3,2,0,0,33.058,0.818,Stuck,148,q_table_v5.json,False
42,Bot 08,B08,True,95.725,3,2,5,1,46.843,0.814,Stuck,148,q_table_v5.json,False
43,Bot 04,B04,True,69.868,2,1,0,0,27.087,0.810,Stuck,149,q_table_v5.json,False
44,Bot 01,B01,True,65.484,2,1,0,0,26.135,0.806,Stuck,153,q_table_v5.json,False
45,Bot 05,B05,True,252.689,7,6,1,0,54.757,0.802,Stuck,154,q_table_v5.json,False
46,Bot 09,B09,True,75.804,2,1,0,0,27.752,0.798,Stuck,154,q_table_v5.json,False
47,Bot 06,B06,True,139.499,4,3,5,0,41.337,0.794,Stuck,155,q_table_v5.json,False
48,Bot 07,B07,True,170.003,5,4,4,4,58.234,0.790,Stuck,155,q_table_v5.json,False
49,Bot 10,B10,True,69.314,2,1,0,1,28.248,0.786,Stuck,156,q_table_v5.json,False
50,Bot 04,B04,True,65.614,2,1,0,0,26.514,0.782,Stuck,156,q_table_v5.json,False
51,Bot 02,B02,True,102.618,3,2,0,0,39.022,0.778,Stuck,156,q_table_v5.json,False
52,Bot 01,B01,True,67.909,2,1,0,0,26.177,0.774,Stuck,158,q_table_v5.json,False
53,Bot 03,B03,True,253.541,7,6,11,0,69.083,0.771,Stuck,159,q_table_v5.json,False
54,Bot 09,B09,True,64.806,2,1,0,0,29.989,0.767,Stuck,159,q_table_v5.json,False
55,Bot 06,B06,True,69.540,2,1,0,0,25.763,0.763,Stuck,159,q_table_v5.json,False
56,Bot 10,B10,True,68.119,2,1,0,0,28.413,0.759,Stuck,159,q_table_v5.json,False
57,Bot 07,B07,True,102.239,3,2,0,0,32.719,0.755,Stuck,159,q_table_v5.json,False
58,Bot 08,B08,True,328.783,9,8,2,0,56.294,0.751,Stuck,160,q_table_v5.json,False
59,Bot 02,B02,True,68.639,2,1,0,0,27.917,0.748,Stuck,160,q_table_v5.json,False
60,Bot 04,B04,True,64.897,2,1,0,0,29.823,0.744,Stuck,160,q_table_v5.json,False
61,Bot 03,B03,True,31.200,1,0,0,0,22.618,0.740,Stuck,161,q_table_v5.json,False
62,Bot 06,B06,True,67.069,2,1,0,0,25.685,0.737,Stuck,161,q_table_v5.json,False
63,Bot 05,B05,True,327.210,9,8,5,0,69.423,0.733,Stuck,161,q_table_v5.json,False
64,Bot 07,B07,True,67.865,2,1,2,0,28.332,0.729,Stuck,161,q_table_v5.json,False
65,Bot 01,B01,True,221.107,6,5,5,1,51.532,0.726,Stuck,162,q_table_v5.json,False
66,Bot 08,B08,True,66.170,2,1,0,0,32.058,0.722,Stuck,162,q_table_v5.json,False
67,Bot 02,B02,True,70.643,2,1,0,0,30.069,0.718,Stuck,162,q_table_v5.json,False
68,Bot 03,B03,True,68.413,2,1,0,0,27.418,0.715,Stuck,162,q_table_v5.json,False
69,Bot 10,B10,True,98.769,3,2,2,1,37.117,0.711,Stuck,162,q_table_v5.json,False
70,Bot 09,B09,True,226.737,6,5,6,0,51.943,0.708,Stuck,162,q_table_v5.json,False
71,Bot 05,B05,True,65.891,2,1,0,0,26.593,0.704,Stuck,163,q_table_v5.json,False
72,Bot 04,B04,True,221.242,6,5,5,0,54.505,0.701,Stuck,164,q_table_v5.json,False
73,Bot 07,B07,True,106.623,3,2,0,0,32.312,0.697,Stuck,164,q_table_v5.json,False
74,Bot 08,B08,True,72.604,2,1,0,0,27.342,0.694,Stuck,165,q_table_v5.json,False
75,Bot 02,B02,True,67.191,2,1,0,0,27.756,0.690,Stuck,165,q_table_v5.json,False
76,Bot 10,B10,True,67.414,2,1,1,1,26.921,0.687,Stuck,165,q_table_v5.json,False
77,Bot 01,B01,True,150.608,4,3,0,0,33.550,0.683,Stuck,165,q_table_v5.json,False
78,Bot 09,B09,True,66.474,2,1,0,0,29.827,0.680,Stuck,165,q_table_v5.json,False
79,Bot 03,B03,True,224.967,6,5,5,0,46.725,0.676,Stuck,165,q_table_v5.json,False
80,Bot 04,B04,True,68.529,2,1,0,0,25.267,0.673,Stuck,166,q_table_v5.json,False
81,Bot 06,B06,True,324.899,9,8,3,0,72.732,0.670,Stuck,166,q_table_v5.json,False
82,Bot 10,B10,True,72.002,2,1,0,0,26.756,0.666,Stuck,167,q_table_v5.json,False
83,Bot 07,B07,True,65.209,2,1,2,2,31.395,0.663,Stuck,167,q_table_v5.json,False
84,Bot 02,B02,True,68.065,2,1,0,0,29.992,0.660,Stuck,167,q_table_v5.json,False
85,Bot 05,B05,True,220.867,6,5,9,0,44.566,0.656,Stuck,168,q_table_v5.json,False
86,Bot 04,B04,True,73.897,2,1,0,0,27.006,0.653,Stuck,168,q_table_v5.json,False
87,Bot 03,B03,True,70.896,2,1,0,0,30.153,0.650,Stuck,168,q_table_v5.json,False
88,Bot 06,B06,True,70.209,2,1,0,0,27.255,0.647,Stuck,168,q_table_v5.json,False
89,Bot 10,B10,True,64.847,2,1,0,0,26.427,0.643,Stuck,168,q_table_v5.json,False
90,Bot 01,B01,True,320.894,9,8,2,0,52.933,0.640,Stuck,168,q_table_v5.json,False
91,Bot 09,B09,True,214.079,6,5,1,2,51.770,0.637,Stuck,168,q_table_v5.json,False
92,Bot 02,B02,True,66.453,2,1,0,0,28.989,0.634,Stuck,168,q_table_v5.json,False
93,Bot 08,B08,True,220.758,6,5,5,0,59.559,0.631,Stuck,168,q_table_v5.json,False
94,Bot 07,B07,True,103.859,3,2,0,0,34.298,0.627,Stuck,168,q_table_v5.json,False
95,Bot 05,B05,True,67.702,2,1,0,0,28.999,0.624,Stuck,168,q_table_v5.json,False
96,Bot 06,B06,True,74.257,2,1,0,0,26.347,0.621,Stuck,168,q_table_v5.json,False
97,Bot 04,B04,True,71.867,2,1,0,0,30.567,0.618,Stuck,168,q_table_v5.json,False
98,Bot 10,B10,True,72.644,2,1,0,0,27.089,0.615,Stuck,168,q_table_v5.json,False
99,Bot 02,B02,True,70.281,2,1,0,0,26.427,0.612,Stuck,168,q_table_v5.json,False
100,Bot 05,B05,True,69.423,2,1,0,0,29.322,0.609,Stuck,168,q_table_v5.json,False
101,Bot 03,B03,True,222.110,6,5,2,0,45.731,0.606,Stuck,168,q_table_v5.json,False
102,Bot 01,B01,True,222.813,6,5,1,0,44.488,0.603,Stuck,168,q_table_v5.json,False
103,Bot 09,B09,True,225.515,6,5,3,0,47.471,0.600,Stuck,168,q_table_v5.json,False
104,Bot 10,B10,True,67.799,2,1,0,0,25.268,0.597,Stuck,168,q_table_v5.json,False
105,Bot 07,B07,True,253.199,7,6,1,0,47.384,0.594,Stuck,168,q_table_v5.json,False
106,Bot 02,B02,True,69.268,2,1,0,0,27.260,0.591,Stuck,168,q_table_v5.json,False
107,Bot 08,B08,True,293.491,8,7,7,0,54.923,0.588,Stuck,168,q_table_v5.json,False
108,Bot 06,B06,True,228.637,6,5,4,0,47.135,0.585,Stuck,168,q_table_v5.json,False
109,Bot 01,B01,True,71.333,2,1,0,0,26.591,0.582,Stuck,168,q_table_v5.json,False
110,Bot 07,B07,True,66.829,2,1,0,0,26.428,0.579,Stuck,168,q_table_v5.json,False
111,Bot 04,B04,True,247.611,7,6,4,2,63.547,0.576,Stuck,168,q_table_v5.json,False
112,Bot 10,B10,True,181.332,5,4,5,0,39.434,0.573,Stuck,168,q_table_v5.json,False
113,Bot 06,B06,True,69.230,2,1,0,0,25.267,0.570,Stuck,168,q_table_v5.json,False
114,Bot 03,B03,True,181.284,5,4,5,1,57.820,0.568,Stuck,168,q_table_v5.json,False
115,Bot 01,B01,True,67.864,2,1,0,0,26.674,0.565,Stuck,168,q_table_v5.json,False
116,Bot 05,B05,True,215.813,6,5,2,0,62.214,0.562,Stuck,168,q_table_v5.json,False
117,Bot 09,B09,True,225.351,6,5,4,1,55.423,0.559,Stuck,168,q_table_v5.json,False
118,Bot 04,B04,True,68.110,2,1,0,0,26.424,0.556,Stuck,168,q_table_v5.json,False
119,Bot 08,B08,True,249.387,7,6,0,2,57.326,0.554,Stuck,168,q_table_v5.json,False
120,Bot 10,B10,True,71.253,2,1,0,0,25.265,0.551,Stuck,168,q_table_v5.json,False
121,Bot 02,B02,True,217.792,6,5,2,1,62.041,0.548,Stuck,168,q_table_v5.json,False
122,Bot 03,B03,True,62.197,2,1,0,1,26.180,0.545,Stuck,168,q_table_v5.json,False
123,Bot 07,B07,True,221.234,6,5,2,0,51.773,0.543,Stuck,168,q_table_v5.json,False
124,Bot 04,B04,True,68.702,2,1,0,0,26.100,0.540,Stuck,168,q_table_v5.json,False
125,Bot 10,B10,True,69.384,2,1,0,0,25.266,0.537,Stuck,168,q_table_v5.json,False
126,Bot 05,B05,True,177.782,5,4,1,0,40.841,0.534,Stuck,168,q_table_v5.json,False
127,Bot 01,B01,True,213.868,6,5,3,1,46.314,0.532,Stuck,169,q_table_v5.json,False
128,Bot 06,B06,True,224.160,6,5,7,0,51.445,0.529,Stuck,169,q_table_v5.json,False
129,Bot 03,B03,True,71.856,2,1,0,0,27.421,0.526,Stuck,169,q_table_v5.json,False
130,Bot 09,B09,True,136.937,4,3,0,0,47.215,0.524,Stuck,169,q_table_v5.json,False
131,Bot 07,B07,True,73.046,2,1,0,0,25.769,0.521,Stuck,170,q_table_v5.json,False
132,Bot 08,B08,True,251.729,7,6,1,0,44.571,0.519,Stuck,170,q_table_v5.json,False
133,Bot 05,B05,True,34.019,1,0,0,0,22.616,0.516,Stuck,170,q_table_v5.json,False
134,Bot 10,B10,True,65.512,2,1,0,0,26.762,0.513,Stuck,171,q_table_v5.json,False
135,Bot 01,B01,True,35.676,1,0,0,0,23.356,0.511,Stuck,171,q_table_v5.json,False
136,Bot 02,B02,True,215.466,6,5,1,2,54.761,0.508,Stuck,171,q_table_v5.json,False
137,Bot 06,B06,True,68.925,2,1,0,0,27.421,0.506,Stuck,171,q_table_v5.json,False
138,Bot 09,B09,True,75.525,2,1,0,0,25.348,0.503,Stuck,171,q_table_v5.json,False
139,Bot 07,B07,True,72.486,2,1,0,0,26.920,0.501,Stuck,171,q_table_v5.json,False
140,Bot 05,B05,True,69.186,2,1,0,0,25.597,0.498,Stuck,171,q_table_v5.json,False
141,Bot 08,B08,True,102.915,3,2,0,0,31.808,0.496,Stuck,171,q_table_v5.json,False
142,Bot 10,B10,True,67.306,2,1,0,0,27.833,0.493,Stuck,171,q_table_v5.json,False
143,Bot 04,B04,True,182.706,5,4,0,0,55.743,0.491,Stuck,171,q_table_v5.json,False
144,Bot 02,B02,True,66.854,2,1,0,0,27.502,0.488,Stuck,171,q_table_v5.json,False
145,Bot 09,B09,True,69.944,2,1,0,0,25.268,0.486,Stuck,171,q_table_v5.json,False
146,Bot 01,B01,True,185.549,5,4,5,1,41.338,0.483,Stuck,172,q_table_v5.json,False
147,Bot 03,B03,True,224.420,6,5,3,0,65.608,0.481,Stuck,173,q_table_v5.json,False
148,Bot 04,B04,True,38.222,1,0,0,0,22.698,0.479,Stuck,174,q_table_v5.json,False
149,Bot 06,B06,True,183.391,5,4,8,0,45.146,0.476,Stuck,174,q_table_v5.json,False
150,Bot 07,B07,True,155.527,4,3,0,0,35.706,0.474,Stuck,176,q_table_v5.json,False
151,Bot 05,B05,True,182.341,5,4,2,0,43.410,0.471,Stuck,176,q_table_v5.json,False
152,Bot 09,B09,True,109.413,3,2,0,0,33.305,0.469,Stuck,176,q_table_v5.json,False
153,Bot 08,B08,True,224.727,6,5,1,1,45.398,0.467,Stuck,176,q_table_v5.json,False
154,Bot 01,B01,True,60.123,2,1,1,4,27.756,0.464,Stuck,176,q_table_v5.json,False
155,Bot 10,B10,True,220.039,6,5,1,0,44.572,0.462,Stuck,176,q_table_v5.json,False
156,Bot 04,B04,True,71.145,2,1,0,0,27.753,0.460,Stuck,176,q_table_v5.json,False
157,Bot 03,B03,True,69.721,2,1,0,0,29.244,0.458,Stuck,176,q_table_v5.json,False
158,Bot 07,B07,True,67.724,2,1,0,0,25.181,0.455,Stuck,176,q_table_v5.json,False
159,Bot 06,B06,True,56.369,2,1,4,5,28.665,0.453,Stuck,176,q_table_v5.json,False
160,Bot 05,B05,True,66.268,2,1,0,0,25.681,0.451,Stuck,177,q_table_v5.json,False
161,Bot 08,B08,True,66.670,2,1,0,0,26.596,0.448,Stuck,177,q_table_v5.json,False
162,Bot 09,B09,True,68.636,2,1,0,0,27.502,0.446,Stuck,177,q_table_v5.json,False
163,Bot 01,B01,True,71.476,2,1,0,0,26.093,0.444,Stuck,177,q_table_v5.json,False
164,Bot 02,B02,True,321.486,9,8,1,1,71.573,0.442,Stuck,177,q_table_v5.json,False
165,Bot 04,B04,True,69.748,2,1,0,0,27.005,0.440,Stuck,177,q_table_v5.json,False
166,Bot 06,B06,True,69.282,2,1,0,0,25.432,0.437,Stuck,177,q_table_v5.json,False
167,Bot 07,B07,True,100.148,3,2,0,0,31.235,0.435,Stuck,177,q_table_v5.json,False
168,Bot 10,B10,True,221.831,6,5,6,1,42.991,0.433,Stuck,179,q_table_v5.json,False
169,Bot 09,B09,True,66.960,2,1,0,0,25.266,0.431,Stuck,179,q_table_v5.json,False
170,Bot 03,B03,True,218.981,6,5,6,0,45.235,0.429,Stuck,179,q_table_v5.json,False
171,Bot 01,B01,True,68.618,2,1,0,0,28.911,0.427,Stuck,179,q_table_v5.json,False
172,Bot 06,B06,True,66.728,2,1,0,0,25.763,0.424,Stuck,179,q_table_v5.json,False
173,Bot 02,B02,True,68.082,2,1,0,0,27.757,0.422,Stuck,179,q_table_v5.json,False
174,Bot 04,B04,True,65.355,2,1,0,0,28.912,0.420,Stuck,179,q_table_v5.json,False
175,Bot 07,B07,True,68.513,2,1,0,0,25.349,0.418,Stuck,179,q_table_v5.json,False
176,Bot 10,B10,True,67.534,2,1,0,0,25.848,0.416,Stuck,179,q_table_v5.json,False
177,Bot 08,B08,True,251.072,7,6,2,0,46.636,0.414,Stuck,179,q_table_v5.json,False
178,Bot 03,B03,True,71.692,2,1,0,0,25.266,0.412,Stuck,179,q_table_v5.json,False
179,Bot 01,B01,True,68.964,2,1,0,0,25.265,0.410,Stuck,179,q_table_v5.json,False
180,Bot 09,B09,True,104.821,3,2,0,0,33.963,0.408,Stuck,179,q_table_v5.json,False
181,Bot 06,B06,True,67.994,2,1,1,0,25.265,0.406,Stuck,179,q_table_v5.json,False
182,Bot 05,B05,True,319.460,9,8,5,0,67.516,0.404,Stuck,179,q_table_v5.json,False
183,Bot 02,B02,True,66.950,2,1,0,0,27.581,0.402,Stuck,180,q_table_v5.json,False
184,Bot 04,B04,True,66.736,2,1,0,0,26.430,0.400,Stuck,180,q_table_v5.json,False
185,Bot 07,B07,True,68.037,2,1,0,0,29.327,0.398,Stuck,180,q_table_v5.json,False
186,Bot 10,B10,True,72.116,2,1,0,0,25.184,0.396,Stuck,180,q_table_v5.json,False
187,Bot 08,B08,True,68.807,2,1,0,0,25.266,0.394,Stuck,180,q_table_v5.json,False
188,Bot 03,B03,True,65.725,2,1,0,0,28.166,0.392,Stuck,180,q_table_v5.json,False
189,Bot 01,B01,True,106.411,3,2,0,0,30.403,0.390,Stuck,180,q_table_v5.json,False
190,Bot 06,B06,True,65.319,2,1,0,0,26.511,0.388,Stuck,180,q_table_v5.json,False
191,Bot 05,B05,True,72.891,2,1,0,0,25.930,0.386,Stuck,180,q_table_v5.json,False
192,Bot 09,B09,True,71.302,2,1,0,0,28.335,0.384,Stuck,180,q_table_v5.json,False
193,Bot 04,B04,True,69.724,2,1,0,0,28.080,0.382,Stuck,180,q_table_v5.json,False
194,Bot 02,B02,True,70.686,2,1,0,0,29.909,0.380,Stuck,180,q_table_v5.json,False
195,Bot 10,B10,True,70.263,2,1,3,0,25.682,0.378,Stuck,180,q_table_v5.json,False
196,Bot 08,B08,True,66.151,2,1,1,0,25.268,0.376,Stuck,180,q_table_v5.json,False
197,Bot 03,B03,True,68.508,2,1,0,0,26.588,0.374,Stuck,180,q_table_v5.json,False
198,Bot 01,B01,True,70.611,2,1,0,0,25.597,0.373,Stuck,180,q_table_v5.json,False
199,Bot 07,B07,True,221.334,6,5,0,0,43.324,0.371,Stuck,180,q_table_v5.json,False
200,Bot 05,B05,True,65.048,2,1,0,0,25.265,0.369,Stuck,180,q_table_v5.json,False
201,Bot 09,B09,True,70.601,2,1,1,0,25.264,0.367,Stuck,180,q_table_v5.json,False
202,Bot 06,B06,True,69.411,2,1,0,0,27.589,0.365,Stuck,180,q_table_v5.json,False
203,Bot 04,B04,True,66.786,2,1,0,0,26.514,0.363,Stuck,180,q_table_v5.json,False
204,Bot 02,B02,True,69.447,2,1,0,0,25.761,0.361,Stuck,180,q_table_v5.json,False
205,Bot 08,B08,True,34.552,1,0,0,0,23.035,0.360,Stuck,180,q_table_v5.json,False
206,Bot 01,B01,True,72.369,2,1,0,0,25.272,0.358,Stuck,182,q_table_v5.json,False
207,Bot 10,B10,True,178.623,5,4,5,0,41.832,0.356,Stuck,182,q_table_v5.json,False
208,Bot 05,B05,True,69.652,2,1,0,0,25.268,0.354,Stuck,182,q_table_v5.json,False
209,Bot 09,B09,True,100.738,3,2,0,0,31.065,0.353,Stuck,182,q_table_v5.json,False
210,Bot 07,B07,True,101.914,3,2,0,0,31.728,0.351,Stuck,182,q_table_v5.json,False
211,Bot 02,B02,True,67.546,2,1,0,0,25.681,0.349,Stuck,182,q_table_v5.json,False
212,Bot 04,B04,True,67.430,2,1,0,0,26.673,0.347,Stuck,182,q_table_v5.json,False
213,Bot 08,B08,True,111.984,3,2,0,0,29.989,0.346,Stuck,182,q_table_v5.json,False
214,Bot 03,B03,True,220.645,6,5,6,0,45.069,0.344,Stuck,182,q_table_v5.json,False
215,Bot 06,B06,True,176.967,5,4,2,2,50.037,0.342,Stuck,182,q_table_v5.json,False
216,Bot 01,B01,True,102.731,3,2,3,0,29.986,0.340,Stuck,182,q_table_v5.json,False
217,Bot 02,B02,True,70.385,2,1,0,0,25.271,0.339,Stuck,182,q_table_v5.json,False
218,Bot 07,B07,True,104.102,3,2,0,0,29.910,0.337,Stuck,182,q_table_v5.json,False
219,Bot 04,B04,True,143.047,4,3,0,0,35.788,0.335,Stuck,183,q_table_v5.json,False
220,Bot 05,B05,True,219.751,6,5,4,0,45.894,0.334,Stuck,183,q_table_v5.json,False
221,Bot 10,B10,True,251.908,7,6,1,0,51.364,0.332,Stuck,183,q_table_v5.json,False
222,Bot 03,B03,True,179.091,5,4,0,1,44.069,0.330,Stuck,183,q_table_v5.json,False
223,Bot 09,B09,True,208.656,6,5,2,2,54.180,0.329,Stuck,183,q_table_v5.json,False
224,Bot 08,B08,True,136.114,4,3,0,3,50.444,0.327,Stuck,183,q_table_v5.json,False
225,Bot 07,B07,True,72.245,2,1,0,0,26.588,0.325,Stuck,183,q_table_v5.json,False
226,Bot 04,B04,True,66.400,2,1,0,0,27.916,0.324,Stuck,184,q_table_v5.json,False
227,Bot 02,B02,True,218.101,6,5,1,0,40.090,0.322,Stuck,184,q_table_v5.json,False
228,Bot 01,B01,True,220.733,6,5,1,0,46.806,0.321,Stuck,184,q_table_v5.json,False
229,Bot 06,B06,True,325.074,9,8,4,1,56.990,0.319,Stuck,184,q_table_v5.json,False
230,Bot 03,B03,True,66.085,2,1,0,0,25.270,0.317,Stuck,184,q_table_v5.json,False
231,Bot 08,B08,True,68.990,2,1,0,0,28.001,0.316,Stuck,184,q_table_v5.json,False
232,Bot 07,B07,True,67.494,2,1,0,0,28.416,0.314,Stuck,184,q_table_v5.json,False
233,Bot 05,B05,True,182.306,5,4,0,0,50.370,0.313,Stuck,184,q_table_v5.json,False
234,Bot 09,B09,True,141.426,4,3,3,0,36.946,0.311,Stuck,184,q_table_v5.json,False
235,Bot 04,B04,True,69.283,2,1,0,0,26.345,0.309,Stuck,184,q_table_v5.json,False
236,Bot 02,B02,True,65.516,2,1,0,0,25.763,0.308,Stuck,184,q_table_v5.json,False
237,Bot 10,B10,True,218.630,6,5,1,0,49.289,0.306,Stuck,184,q_table_v5.json,False
238,Bot 01,B01,True,68.014,2,1,0,0,25.285,0.305,Stuck,184,q_table_v5.json,False
239,Bot 03,B03,True,63.950,2,1,0,0,25.264,0.303,Stuck,184,q_table_v5.json,False
240,Bot 07,B07,True,32.945,1,0,0,0,22.702,0.302,Stuck,185,q_table_v5.json,False
241,Bot 08,B08,True,71.076,2,1,0,0,25.597,0.300,Stuck,185,q_table_v5.json,False
242,Bot 02,B02,True,68.871,2,1,0,0,26.179,0.299,Stuck,185,q_table_v5.json,False
243,Bot 04,B04,True,66.730,2,1,0,0,26.774,0.297,Stuck,185,q_table_v5.json,False
244,Bot 01,B01,True,67.703,2,1,0,0,25.246,0.296,Stuck,185,q_table_v5.json,False
245,Bot 05,B05,True,67.871,2,1,0,0,29.241,0.294,Stuck,185,q_table_v5.json,False
246,Bot 10,B10,True,67.694,2,1,0,0,25.632,0.293,Stuck,185,q_table_v5.json,False
247,Bot 06,B06,True,178.823,5,4,4,0,52.107,0.291,Stuck,185,q_table_v5.json,False
248,Bot 09,B09,True,181.883,5,4,1,0,40.592,0.290,Stuck,185,q_table_v5.json,False
249,Bot 08,B08,True,71.815,2,1,0,0,25.268,0.288,Stuck,185,q_table_v5.json,False
250,Bot 03,B03,True,142.337,4,3,4,0,38.273,0.287,Stuck,185,q_table_v5.json,False
251,Bot 04,B04,True,72.338,2,1,0,0,25.249,0.286,Stuck,185,q_table_v5.json,False
252,Bot 01,B01,True,65.346,2,1,0,0,25.266,0.284,Stuck,185,q_table_v5.json,False
253,Bot 05,B05,True,70.625,2,1,0,0,25.266,0.283,Stuck,185,q_table_v5.json,False
254,Bot 10,B10,True,67.535,2,1,0,0,25.248,0.281,Stuck,185,q_table_v5.json,False
255,Bot 02,B02,True,71.530,2,1,0,0,28.084,0.280,Stuck,185,q_table_v5.json,False
256,Bot 07,B07,True,248.218,7,6,0,0,41.250,0.279,Stuck,185,q_table_v5.json,False
257,Bot 06,B06,True,63.758,2,1,0,0,25.267,0.277,Stuck,185,q_table_v5.json,False
258,Bot 09,B09,True,80.117,2,1,0,0,28.335,0.276,Stuck,186,q_table_v5.json,False
259,Bot 08,B08,True,103.636,3,2,3,0,31.068,0.274,Stuck,186,q_table_v5.json,False
260,Bot 04,B04,True,73.339,2,1,0,0,25.273,0.273,Stuck,186,q_table_v5.json,False
261,Bot 01,B01,True,75.972,2,1,0,0,25.934,0.272,Stuck,186,q_table_v5.json,False
262,Bot 03,B03,True,98.316,3,2,0,0,29.577,0.270,Stuck,186,q_table_v5.json,False
263,Bot 05,B05,True,104.274,3,2,0,0,29.574,0.269,Stuck,186,q_table_v5.json,False
264,Bot 10,B10,True,108.674,3,2,0,0,31.298,0.268,Stuck,186,q_table_v5.json,False
265,Bot 02,B02,True,216.609,6,5,3,0,42.748,0.266,Stuck,186,q_table_v5.json,False
266,Bot 09,B09,True,100.634,3,2,0,0,29.243,0.265,Stuck,186,q_table_v5.json,False
267,Bot 08,B08,True,67.326,2,1,0,0,26.588,0.264,Stuck,186,q_table_v5.json,False
268,Bot 04,B04,True,69.864,2,1,0,0,25.261,0.262,Stuck,186,q_table_v5.json,False
269,Bot 06,B06,True,215.809,6,5,2,0,40.260,0.261,Stuck,186,q_table_v5.json,False
270,Bot 05,B05,True,68.320,2,1,0,0,25.268,0.260,Stuck,186,q_table_v5.json,False
271,Bot 07,B07,True,224.820,6,5,5,1,64.703,0.258,Stuck,186,q_table_v5.json,False
272,Bot 03,B03,True,219.624,6,5,3,0,44.979,0.257,Stuck,187,q_table_v5.json,False
