Episode,BotName,BotId,SharedQTable,TotalReward,CheckpointsReached,BestCheckpointIndex,CoinsCollected,BombsHit,Duration,Epsilon,EndReason,LearnedStateCount,QTableFile,NewBest
273,Bot 08,B08,True,66.781,2,1,0,0,25.268,0.256,Stuck,187,q_table_v5.json,False
274,Bot 01,B01,True,223.702,6,5,0,0,48.376,0.255,Stuck,187,q_table_v5.json,False
275,Bot 02,B02,True,193.301,5,4,2,0,38.354,0.253,Stuck,188,q_table_v5.json,False
276,Bot 10,B10,True,215.696,6,5,1,1,52.275,0.252,Stuck,188,q_table_v5.json,False
277,Bot 09,B09,True,221.444,6,5,1,0,45.314,0.251,Stuck,188,q_table_v5.json,False
278,Bot 04,B04,True,221.458,6,5,3,0,41.336,0.250,Stuck,188,q_table_v5.json,False
279,Bot 06,B06,True,220.303,6,5,1,0,43.165,0.250,Stuck,188,q_table_v5.json,False
280,Bot 03,B03,True,67.323,2,1,0,0,25.273,0.250,Stuck,189,q_table_v5.json,False
281,Bot 05,B05,True,225.983,6,5,1,0,47.037,0.250,Stuck,189,q_table_v5.json,False
282,Bot 07,B07,True,143.374,4,3,0,0,33.817,0.250,Stuck,189,q_table_v5.json,False
283,Bot 10,B10,True,104.049,3,2,0,0,30.153,0.250,Stuck,189,q_table_v5.json,False
284,Bot 08,B08,True,217.236,6,5,2,1,49.541,0.250,Stuck,189,q_table_v5.json,False
285,Bot 01,B01,True,221.774,6,5,0,0,48.380,0.250,Stuck,189,q_table_v5.json,False
286,Bot 04,B04,True,191.868,5,4,0,0,38.438,0.250,Stuck,189,q_table_v5.json,False
287,Bot 09,B09,True,220.874,6,5,1,0,39.845,0.250,Stuck,189,q_table_v5.json,False
288,Bot 02,B02,True,221.645,6,5,6,0,50.199,0.250,Stuck,189,q_table_v5.json,False
289,Bot 06,B06,True,225.546,6,5,0,0,41.254,0.250,Stuck,191,q_table_v5.json,False
290,Bot 03,B03,True,176.821,5,4,1,0,39.015,0.250,Stuck,191,q_table_v5.json,False
291,Bot 05,B05,True,135.083,4,3,0,1,40.693,0.250,Stuck,191,q_table_v5.json,False
292,Bot 07,B07,True,224.115,6,5,0,0,44.675,0.250,Stuck,191,q_table_v5.json,False
293,Bot 01,B01,True,67.675,2,1,0,0,25.268,0.250,Stuck,191,q_table_v5.json,False
294,Bot 10,B10,True,182.449,5,4,0,0,38.773,0.250,Stuck,191,q_table_v5.json,False
295,Bot 04,B04,True,99.533,3,2,0,0,30.987,0.250,Stuck,191,q_table_v5.json,False
296,Bot 06,B06,True,67.551,2,1,0,0,26.017,0.250,Stuck,191,q_table_v5.json,False
297,Bot 08,B08,True,184.777,5,4,3,0,38.685,0.250,Stuck,191,q_table_v5.json,False
298,Bot 02,B02,True,100.148,3,2,0,0,31.069,0.250,Stuck,191,q_table_v5.json,False
299,Bot 09,B09,True,262.075,7,6,1,0,42.414,0.250,Stuck,191,q_table_v5.json,False
300,Bot 05,B05,True,99.961,3,2,0,0,32.144,0.250,Stuck,191,q_table_v5.json,False
301,Bot 07,B07,True,105.557,3,2,0,0,28.535,0.250,Stuck,191,q_table_v5.json,False
302,Bot 03,B03,True,216.569,6,5,3,0,40.176,0.250,Stuck,191,q_table_v5.json,False
303,Bot 01,B01,True,94.221,3,2,5,2,40.182,0.250,Stuck,191,q_table_v5.json,False
304,Bot 10,B10,True,215.835,6,5,2,2,50.862,0.250,Stuck,191,q_table_v5.json,False
305,Bot 08,B08,True,220.209,6,5,2,0,44.155,0.250,Stuck,191,q_table_v5.json,False
306,Bot 06,B06,True,221.280,6,5,0,1,49.040,0.250,Stuck,191,q_table_v5.json,False
307,Bot 07,B07,True,137.125,4,3,2,0,36.950,0.250,Stuck,191,q_table_v5.json,False
308,Bot 02,B02,True,175.014,5,4,4,0,49.620,0.250,Stuck,191,q_table_v5.json,False
309,Bot 03,B03,True,136.528,4,3,0,0,39.020,0.250,Stuck,191,q_table_v5.json,False
310,Bot 09,B09,True,225.792,6,5,2,0,45.233,0.250,Stuck,191,q_table_v5.json,False
311,Bot 04,B04,True,248.143,7,6,0,2,61.465,0.250,Stuck,191,q_table_v5.json,False
312,Bot 01,B01,True,224.161,6,5,1,0,41.167,0.250,Stuck,191,q_table_v5.json,False
313,Bot 05,B05,True,222.306,6,5,1,0,57.076,0.250,Stuck,191,q_table_v5.json,False
314,Bot 03,B03,True,67.816,2,1,0,0,25.266,0.250,Stuck,191,q_table_v5.json,False
315,Bot 07,B07,True,100.723,3,2,0,0,32.391,0.250,Stuck,191,q_table_v5.json,False
316,Bot 02,B02,True,139.421,4,3,0,0,34.296,0.250,Stuck,191,q_table_v5.json,False
317,Bot 10,B10,True,253.421,7,6,1,0,44.486,0.250,Stuck,191,q_table_v5.json,False
318,Bot 06,B06,True,181.956,5,4,4,0,39.765,0.250,Stuck,191,q_table_v5.json,False
319,Bot 08,B08,True,251.563,7,6,3,0,44.651,0.250,Stuck,191,q_table_v5.json,False
320,Bot 09,B09,True,225.585,6,5,0,0,42.829,0.250,Stuck,191,q_table_v5.json,False
321,Bot 01,B01,True,138.047,4,3,0,0,35.214,0.250,Stuck,191,q_table_v5.json,False
322,Bot 04,B04,True,220.431,6,5,2,0,45.067,0.250,Stuck,191,q_table_v5.json,False
323,Bot 05,B05,True,180.304,5,4,1,1,42.911,0.250,Stuck,191,q_table_v5.json,False
324,Bot 03,B03,True,223.237,6,5,1,0,40.263,0.250,Stuck,191,q_table_v5.json,False
325,Bot 07,B07,True,138.927,4,3,0,0,36.118,0.250,Stuck,191,q_table_v5.json,False
326,Bot 06,B06,True,144.258,4,3,0,0,33.632,0.250,Stuck,191,q_table_v5.json,False
327,Bot 10,B10,True,141.843,4,3,3,0,35.870,0.250,Stuck,191,q_table_v5.json,False
328,Bot 02,B02,True,254.051,7,6,0,0,44.072,0.250,Stuck,192,q_table_v5.json,False
329,Bot 08,B08,True,192.348,5,4,5,1,42.914,0.250,Stuck,192,q_table_v5.json,False
330,Bot 09,B09,True,178.162,5,4,1,0,39.187,0.250,Stuck,192,q_table_v5.json,False
331,Bot 01,B01,True,178.759,5,4,0,0,39.097,0.250,Stuck,192,q_table_v5.json,False
332,Bot 04,B04,True,182.282,5,4,1,0,41.089,0.250,Stuck,192,q_table_v5.json,False
333,Bot 07,B07,True,140.553,4,3,1,0,32.971,0.250,Stuck,192,q_table_v5.json,False
334,Bot 10,B10,True,102.878,3,2,0,0,31.483,0.250,Stuck,192,q_table_v5.json,False
335,Bot 06,B06,True,99.728,3,2,0,0,34.045,0.250,Stuck,193,q_table_v5.json,False
336,Bot 05,B05,True,223.213,6,5,2,0,42.830,0.250,Stuck,194,q_table_v5.json,False
337,Bot 02,B02,True,68.540,2,1,0,0,26.591,0.250,Stuck,194,q_table_v5.json,False
338,Bot 08,B08,True,68.151,2,1,0,0,26.093,0.250,Stuck,194,q_table_v5.json,False
339,Bot 09,B09,True,66.989,2,1,1,0,26.588,0.250,Stuck,194,q_table_v5.json,False
340,Bot 03,B03,True,214.636,6,5,2,2,51.444,0.250,Stuck,194,q_table_v5.json,False
341,Bot 05,B05,True,65.763,2,1,0,0,25.348,0.250,Stuck,194,q_table_v5.json,False
342,Bot 02,B02,True,67.911,2,1,0,0,25.268,0.250,Stuck,194,q_table_v5.json,False
343,Bot 01,B01,True,189.060,5,4,5,1,41.353,0.250,Stuck,194,q_table_v5.json,False
344,Bot 04,B04,True,141.404,4,3,1,0,39.678,0.250,Stuck,195,q_table_v5.json,False
345,Bot 09,B09,True,65.107,2,1,0,0,26.344,0.250,Stuck,196,q_table_v5.json,False
346,Bot 07,B07,True,190.431,5,4,0,0,40.677,0.250,Stuck,196,q_table_v5.json,False
347,Bot 08,B08,True,102.104,3,2,1,1,36.617,0.250,Stuck,196,q_table_v5.json,False
348,Bot 06,B06,True,186.182,5,4,0,1,38.771,0.250,Stuck,196,q_table_v5.json,False
349,Bot 03,B03,True,68.369,2,1,0,0,25.266,0.250,Stuck,196,q_table_v5.json,False
350,Bot 05,B05,True,68.537,2,1,1,0,26.594,0.250,Stuck,196,q_table_v5.json,False
351,Bot 01,B01,True,67.692,2,1,0,0,25.254,0.250,Stuck,196,q_table_v5.json,False
352,Bot 04,B04,True,64.640,2,1,3,0,25.268,0.250,Stuck,196,q_table_v5.json,False
353,Bot 10,B10,True,221.152,6,5,3,1,58.236,0.250,Stuck,196,q_table_v5.json,False
354,Bot 02,B02,True,139.263,4,3,2,0,35.956,0.250,Stuck,196,q_table_v5.json,False
355,Bot 07,B07,True,68.591,2,1,0,0,25.268,0.250,Stuck,196,q_table_v5.json,False
356,Bot 06,B06,True,70.662,2,1,0,0,25.268,0.250,Stuck,196,q_table_v5.json,False
357,Bot 03,B03,True,70.428,2,1,2,0,25.183,0.250,Stuck,196,q_table_v5.json,False
358,Bot 05,B05,True,66.715,2,1,0,0,25.266,0.250,Stuck,196,q_table_v5.json,False
359,Bot 01,B01,True,69.019,2,1,0,0,26.008,0.250,Stuck,196,q_table_v5.json,False
360,Bot 04,B04,True,70.411,2,1,0,0,25.269,0.250,Stuck,196,q_table_v5.json,False
361,Bot 09,B09,True,179.840,5,4,3,1,47.635,0.250,Stuck,196,q_table_v5.json,False
362,Bot 02,B02,True,66.892,2,1,0,0,25.266,0.250,Stuck,196,q_table_v5.json,False
363,Bot 08,B08,True,253.159,7,6,3,0,50.009,0.250,Stuck,196,q_table_v5.json,False
364,Bot 07,B07,True,68.830,2,1,0,0,25.557,0.250,Stuck,196,q_table_v5.json,False
365,Bot 06,B06,True,67.565,2,1,1,0,25.265,0.250,Stuck,196,q_table_v5.json,False
366,Bot 03,B03,True,70.165,2,1,0,0,25.266,0.250,Stuck,196,q_table_v5.json,False
367,Bot 10,B10,True,219.743,6,5,3,0,41.751,0.250,Stuck,196,q_table_v5.json,False
368,Bot 05,B05,True,66.302,2,1,0,0,26.430,0.250,Stuck,196,q_table_v5.json,False
369,Bot 01,B01,True,66.695,2,1,0,0,25.269,0.250,Stuck,196,q_table_v5.json,False
370,Bot 04,B04,True,69.584,2,1,0,0,25.761,0.250,Stuck,196,q_table_v5.json,False
371,Bot 09,B09,True,72.570,2,1,0,0,25.266,0.250,Stuck,196,q_table_v5.json,False
372,Bot 02,B02,True,65.085,2,1,0,0,25.599,0.250,Stuck,196,q_table_v5.json,False
373,Bot 06,B06,True,64.145,2,1,0,0,25.266,0.250,Stuck,196,q_table_v5.json,False
374,Bot 07,B07,True,67.371,2,1,0,0,26.055,0.250,Stuck,196,q_table_v5.json,False
375,Bot 08,B08,True,65.832,2,1,0,0,26.125,0.250,Stuck,196,q_table_v5.json,False
376,Bot 03,B03,True,66.540,2,1,0,0,26.263,0.250,Stuck,196,q_table_v5.json,False
377,Bot 10,B10,True,71.552,2,1,0,0,25.268,0.250,Stuck,196,q_table_v5.json,False
378,Bot 05,B05,True,68.154,2,1,0,0,25.284,0.250,Stuck,196,q_table_v5.json,False
379,Bot 01,B01,True,67.555,2,1,0,0,25.250,0.250,Stuck,196,q_table_v5.json,False
380,Bot 04,B04,True,67.704,2,1,1,0,26.344,0.250,Stuck,196,q_table_v5.json,False
381,Bot 09,B09,True,66.611,2,1,0,0,27.499,0.250,Stuck,196,q_table_v5.json,False
382,Bot 02,B02,True,70.297,2,1,0,0,25.264,0.250,Stuck,196,q_table_v5.json,False
383,Bot 08,B08,True,67.810,2,1,0,0,25.264,0.250,Stuck,196,q_table_v5.json,False
384,Bot 03,B03,True,68.728,2,1,0,0,25.265,0.250,Stuck,197,q_table_v5.json,False
385,Bot 06,B06,True,104.428,3,2,0,0,30.320,0.250,Stuck,197,q_table_v5.json,False
386,Bot 07,B07,True,110.756,3,2,0,0,31.644,0.250,Stuck,197,q_table_v5.json,False
387,Bot 05,B05,True,71.815,2,1,0,0,25.246,0.250,Stuck,197,q_table_v5.json,False
388,Bot 01,B01,True,74.755,2,1,0,0,25.779,0.250,Stuck,197,q_table_v5.json,False
389,Bot 04,B04,True,34.826,1,0,0,0,24.272,0.250,Stuck,197,q_table_v5.json,False
390,Bot 09,B09,True,34.988,1,0,0,0,22.618,0.250,Stuck,197,q_table_v5.json,False
391,Bot 02,B02,True,68.086,2,1,1,0,25.271,0.250,Stuck,197,q_table_v5.json,False
392,Bot 08,B08,True,66.936,2,1,0,0,25.186,0.250,Stuck,197,q_table_v5.json,False
393,Bot 03,B03,True,67.657,2,1,0,0,25.353,0.250,Stuck,197,q_table_v5.json,False
394,Bot 06,B06,True,69.188,2,1,0,0,25.269,0.250,Stuck,197,q_table_v5.json,False
395,Bot 07,B07,True,70.058,2,1,0,0,25.701,0.250,Stuck,197,q_table_v5.json,False
396,Bot 10,B10,True,208.808,6,5,1,4,53.845,0.250,Stuck,197,q_table_v5.json,False
397,Bot 05,B05,True,71.423,2,1,0,0,27.009,0.250,Stuck,197,q_table_v5.json,False
398,Bot 01,B01,True,68.917,2,1,0,0,26.266,0.250,Stuck,197,q_table_v5.json,False
399,Bot 04,B04,True,65.065,2,1,0,0,25.683,0.250,Stuck,197,q_table_v5.json,False
400,Bot 09,B09,True,69.960,2,1,0,0,25.267,0.250,Stuck,197,q_table_v5.json,False
401,Bot 02,B02,True,67.228,2,1,0,0,25.760,0.250,Stuck,197,q_table_v5.json,False
402,Bot 08,B08,True,68.603,2,1,0,0,25.845,0.250,Stuck,197,q_table_v5.json,False
403,Bot 03,B03,True,77.455,2,1,0,0,27.832,0.250,Stuck,197,q_table_v5.json,False
404,Bot 06,B06,True,68.256,2,1,0,0,25.598,0.250,Stuck,197,q_table_v5.json,False
405,Bot 10,B10,True,72.519,2,1,0,0,25.431,0.250,Stuck,197,q_table_v5.json,False
406,Bot 05,B05,True,65.691,2,1,0,0,25.264,0.250,Stuck,197,q_table_v5.json,False
407,Bot 01,B01,True,63.358,2,1,0,0,25.264,0.250,Stuck,197,q_table_v5.json,False
408,Bot 09,B09,True,66.982,2,1,0,0,25.268,0.250,Stuck,197,q_table_v5.json,False
409,Bot 02,B02,True,32.309,1,0,0,0,22.615,0.250,Stuck,197,q_table_v5.json,False
410,Bot 06,B06,True,40.256,1,0,0,0,22.615,0.250,Stuck,197,q_table_v5.json,False
411,Bot 07,B07,True,181.646,5,4,3,0,47.697,0.250,Stuck,197,q_table_v5.json,False
412,Bot 08,B08,True,99.544,3,2,0,0,31.725,0.250,Stuck,197,q_table_v5.json,False
413,Bot 04,B04,True,210.462,6,5,5,0,42.416,0.250,Stuck,197,q_table_v5.json,False
414,Bot 02,B02,True,38.239,1,0,0,0,22.614,0.250,Stuck,197,q_table_v5.json,False
415,Bot 03,B03,True,222.073,6,5,2,0,40.096,0.250,Stuck,197,q_table_v5.json,False
416,Bot 01,B01,True,60.690,2,1,3,4,30.399,0.250,Stuck,197,q_table_v5.json,False
417,Bot 06,B06,True,69.176,2,1,0,0,25.269,0.250,Stuck,197,q_table_v5.json,False
418,Bot 10,B10,True,181.997,5,4,0,1,42.004,0.250,Stuck,197,q_table_v5.json,False
419,Bot 07,B07,True,62.001,2,1,0,0,25.264,0.250,Stuck,197,q_table_v5.json,False
420,Bot 05,B05,True,185.783,5,4,3,0,39.436,0.250,Stuck,197,q_table_v5.json,False
421,Bot 09,B09,True,136.727,4,3,6,0,38.521,0.250,Stuck,197,q_table_v5.json,False
422,Bot 04,B04,True,67.170,2,1,0,0,28.662,0.250,Stuck,197,q_table_v5.json,False
423,Bot 03,B03,True,66.857,2,1,0,0,25.268,0.250,Stuck,197,q_table_v5.json,False
424,Bot 02,B02,True,68.769,2,1,0,0,26.604,0.250,Stuck,197,q_table_v5.json,False
425,Bot 08,B08,True,189.251,5,4,0,0,44.154,0.250,Stuck,198,q_table_v5.json,False
426,Bot 06,B06,True,66.814,2,1,0,0,25.679,0.250,Stuck,198,q_table_v5.json,False
427,Bot 07,B07,True,68.492,2,1,0,0,25.268,0.250,Stuck,198,q_table_v5.json,False
428,Bot 05,B05,True,66.332,2,1,0,0,26.426,0.250,Stuck,198,q_table_v5.json,False
429,Bot 10,B10,True,101.229,3,2,0,0,31.974,0.250,Stuck,198,q_table_v5.json,False
430,Bot 04,B04,True,64.067,2,1,0,0,25.268,0.250,Stuck,198,q_table_v5.json,False
431,Bot 01,B01,True,219.190,6,5,4,0,44.241,0.250,Stuck,198,q_table_v5.json,False
432,Bot 05,B05,True,67.135,2,1,0,0,26.841,0.250,Stuck,198,q_table_v5.json,False
433,Bot 03,B03,True,182.545,5,4,1,0,40.596,0.250,Stuck,198,q_table_v5.json,False
434,Bot 09,B09,True,177.664,5,4,1,3,54.839,0.250,Stuck,198,q_table_v5.json,False
435,Bot 10,B10,True,64.041,2,1,0,0,29.658,0.250,Stuck,198,q_table_v5.json,False
436,Bot 01,B01,True,64.219,2,1,0,0,25.266,0.250,Stuck,198,q_table_v5.json,False
437,Bot 07,B07,True,178.452,5,4,4,0,38.273,0.250,Stuck,198,q_table_v5.json,False
438,Bot 08,B08,True,182.105,5,4,4,0,43.744,0.250,Stuck,198,q_table_v5.json,False
439,Bot 06,B06,True,179.978,5,4,2,1,44.486,0.250,Stuck,198,q_table_v5.json,False
440,Bot 02,B02,True,173.369,5,4,2,3,54.003,0.250,Stuck,198,q_table_v5.json,False
441,Bot 04,B04,True,195.842,5,4,1,0,40.258,0.250,Stuck,198,q_table_v5.json,False
442,Bot 10,B10,True,68.149,2,1,0,0,25.266,0.250,Stuck,198,q_table_v5.json,False
443,Bot 01,B01,True,68.981,2,1,0,0,26.012,0.250,Stuck,198,q_table_v5.json,False
444,Bot 08,B08,True,68.363,2,1,0,0,25.931,0.250,Stuck,198,q_table_v5.json,False
445,Bot 06,B06,True,67.687,2,1,0,0,25.434,0.250,Stuck,199,q_table_v5.json,False
446,Bot 03,B03,True,192.511,5,4,4,0,38.764,0.250,Stuck,199,q_table_v5.json,False
447,Bot 02,B02,True,61.403,2,1,0,0,25.266,0.250,Stuck,199,q_table_v5.json,False
448,Bot 05,B05,True,215.056,6,5,5,1,44.828,0.250,Stuck,199,q_table_v5.json,False
449,Bot 04,B04,True,70.900,2,1,0,0,25.208,0.250,Stuck,199,q_table_v5.json,False
450,Bot 07,B07,True,188.979,5,4,5,0,40.759,0.250,Stuck,200,q_table_v5.json,False
451,Bot 09,B09,True,182.284,5,4,0,0,53.847,0.250,Stuck,201,q_table_v5.json,False
452,Bot 10,B10,True,68.390,2,1,0,0,26.343,0.250,Stuck,201,q_table_v5.json,False
453,Bot 01,B01,True,67.616,2,1,0,0,25.262,0.250,Stuck,201,q_table_v5.json,False
454,Bot 08,B08,True,68.569,2,1,0,0,27.250,0.250,Stuck,201,q_table_v5.json,False
455,Bot 06,B06,True,63.052,2,1,2,1,25.261,0.250,Stuck,201,q_table_v5.json,False
456,Bot 02,B02,True,67.733,2,1,0,0,26.009,0.250,Stuck,201,q_table_v5.json,False
457,Bot 05,B05,True,34.720,1,0,0,0,22.685,0.250,Stuck,201,q_table_v5.json,False
458,Bot 03,B03,True,100.255,3,2,0,0,29.322,0.250,Stuck,201,q_table_v5.json,False
459,Bot 04,B04,True,70.215,2,1,0,0,25.239,0.250,Stuck,201,q_table_v5.json,False
460,Bot 07,B07,True,67.106,2,1,0,0,27.664,0.250,Stuck,201,q_table_v5.json,False
461,Bot 09,B09,True,69.536,2,1,0,0,25.512,0.250,Stuck,201,q_table_v5.json,False
462,Bot 10,B10,True,138.804,4,3,0,0,33.632,0.250,Stuck,201,q_table_v5.json,False
463,Bot 05,B05,True,100.840,3,2,0,0,29.492,0.250,Stuck,201,q_table_v5.json,False
464,Bot 02,B02,True,106.584,3,2,0,0,31.233,0.250,Stuck,201,q_table_v5.json,False
465,Bot 03,B03,True,106.004,3,2,0,0,30.321,0.250,Stuck,201,q_table_v5.json,False
466,Bot 06,B06,True,143.222,4,3,0,0,36.035,0.250,Stuck,201,q_table_v5.json,False
467,Bot 01,B01,True,255.199,7,6,5,0,44.820,0.250,Stuck,201,q_table_v5.json,False
468,Bot 08,B08,True,223.277,6,5,4,0,42.496,0.250,Stuck,201,q_table_v5.json,False
469,Bot 07,B07,True,106.244,3,2,0,0,34.295,0.250,Stuck,201,q_table_v5.json,False
470,Bot 04,B04,True,176.968,5,4,5,0,42.250,0.250,Stuck,201,q_table_v5.json,False
471,Bot 02,B02,True,68.931,2,1,0,0,25.268,0.250,Stuck,202,q_table_v5.json,False
472,Bot 06,B06,True,65.988,2,1,0,0,25.441,0.250,Stuck,202,q_table_v5.json,False
473,Bot 03,B03,True,68.135,2,1,0,0,26.675,0.250,Stuck,202,q_table_v5.json,False
474,Bot 08,B08,True,65.582,2,1,0,0,25.265,0.250,Stuck,202,q_table_v5.json,False
475,Bot 01,B01,True,103.921,3,2,0,0,29.991,0.250,Stuck,204,q_table_v5.json,False
476,Bot 09,B09,True,225.402,6,5,8,2,51.874,0.250,Stuck,204,q_table_v5.json,False
477,Bot 10,B10,True,224.567,6,5,2,0,42.746,0.250,Stuck,204,q_table_v5.json,False
478,Bot 07,B07,True,64.996,2,1,0,0,26.095,0.250,Stuck,204,q_table_v5.json,False
479,Bot 04,B04,True,67.312,2,1,0,0,25.267,0.250,Stuck,204,q_table_v5.json,False
480,Bot 05,B05,True,217.544,6,5,7,1,45.394,0.250,Stuck,204,q_table_v5.json,False
481,Bot 02,B02,True,64.344,2,1,0,0,25.264,0.250,Stuck,204,q_table_v5.json,False
482,Bot 06,B06,True,69.999,2,1,0,0,25.346,0.250,Stuck,204,q_table_v5.json,False
483,Bot 01,B01,True,68.231,2,1,0,0,25.263,0.250,Stuck,204,q_table_v5.json,False
484,Bot 04,B04,True,66.241,2,1,0,0,25.432,0.250,Stuck,204,q_table_v5.json,False
485,Bot 05,B05,True,66.347,2,1,0,0,26.345,0.250,Stuck,204,q_table_v5.json,False
486,Bot 07,B07,True,104.974,3,2,0,0,31.315,0.250,Stuck,204,q_table_v5.json,False
487,Bot 10,B10,True,139.904,4,3,2,0,37.776,0.250,Stuck,204,q_table_v5.json,False
488,Bot 02,B02,True,67.063,2,1,0,0,25.266,0.250,Stuck,204,q_table_v5.json,False
489,Bot 09,B09,True,178.915,5,4,1,0,43.180,0.250,Stuck,204,q_table_v5.json,False
490,Bot 08,B08,True,227.572,6,5,2,0,44.970,0.250,Stuck,204,q_table_v5.json,False
491,Bot 03,B03,True,220.888,6,5,6,0,56.332,0.250,Stuck,204,q_table_v5.json,False
492,Bot 01,B01,True,66.842,2,1,0,0,25.264,0.250,Stuck,204,q_table_v5.json,False
493,Bot 04,B04,True,64.359,2,1,1,3,26.260,0.250,Stuck,204,q_table_v5.json,False
494,Bot 05,B05,True,67.067,2,1,0,0,25.266,0.250,Stuck,204,q_table_v5.json,False
495,Bot 07,B07,True,64.929,2,1,0,0,26.591,0.250,Stuck,204,q_table_v5.json,False
496,Bot 10,B10,True,67.949,2,1,0,0,25.267,0.250,Stuck,204,q_table_v5.json,False
497,Bot 06,B06,True,134.994,4,3,0,0,49.867,0.250,Stuck,204,q_table_v5.json,False
498,Bot 08,B08,True,74.255,2,1,0,0,25.197,0.250,Stuck,204,q_table_v5.json,False
499,Bot 02,B02,True,67.930,2,1,0,0,28.664,0.250,Stuck,204,q_table_v5.json,False
500,Bot 09,B09,True,73.448,2,1,0,0,26.228,0.250,Stuck,204,q_table_v5.json,False
501,Bot 03,B03,True,74.198,2,1,0,0,26.261,0.250,Stuck,204,q_table_v5.json,False
502,Bot 01,B01,True,68.305,2,1,0,0,25.683,0.250,Stuck,204,q_table_v5.json,False
503,Bot 04,B04,True,68.289,2,1,1,0,25.269,0.250,Stuck,204,q_table_v5.json,False
504,Bot 05,B05,True,69.689,2,1,2,0,25.267,0.250,Stuck,204,q_table_v5.json,False
505,Bot 07,B07,True,66.242,2,1,0,0,25.267,0.250,Stuck,204,q_table_v5.json,False
506,Bot 02,B02,True,66.870,2,1,0,0,25.269,0.250,Stuck,204,q_table_v5.json,False
507,Bot 08,B08,True,70.780,2,1,0,0,26.264,0.250,Stuck,204,q_table_v5.json,False
508,Bot 09,B09,True,67.149,2,1,0,0,26.593,0.250,Stuck,204,q_table_v5.json,False
509,Bot 10,B10,True,103.276,3,2,0,0,31.896,0.250,Stuck,204,q_table_v5.json,False
510,Bot 06,B06,True,102.408,3,2,0,0,29.658,0.250,Stuck,204,q_table_v5.json,False
511,Bot 01,B01,True,68.694,2,1,0,0,26.591,0.250,Stuck,204,q_table_v5.json,False
512,Bot 03,B03,True,69.333,2,1,0,0,27.669,0.250,Stuck,204,q_table_v5.json,False
513,Bot 04,B04,True,67.515,2,1,0,0,25.265,0.250,Stuck,204,q_table_v5.json,False
514,Bot 05,B05,True,65.771,2,1,0,0,25.685,0.250,Stuck,205,q_table_v5.json,False
515,Bot 07,B07,True,67.034,2,1,0,0,27.672,0.250,Stuck,205,q_table_v5.json,False
516,Bot 08,B08,True,73.417,2,1,0,0,25.515,0.250,Stuck,205,q_table_v5.json,False
517,Bot 10,B10,True,66.824,2,1,1,0,25.276,0.250,Stuck,205,q_table_v5.json,False
518,Bot 02,B02,True,69.984,2,1,0,0,27.674,0.250,Stuck,205,q_table_v5.json,False
519,Bot 09,B09,True,65.879,2,1,0,0,26.511,0.250,Stuck,205,q_table_v5.json,False
520,Bot 06,B06,True,69.031,2,1,0,0,26.425,0.250,Stuck,205,q_table_v5.json,False
521,Bot 01,B01,True,75.386,2,1,0,0,26.426,0.250,Stuck,205,q_table_v5.json,False
522,Bot 03,B03,True,67.619,2,1,0,0,26.095,0.250,Stuck,205,q_table_v5.json,False
523,Bot 04,B04,True,66.111,2,1,0,0,25.269,0.250,Stuck,205,q_table_v5.json,False
524,Bot 07,B07,True,70.777,2,1,0,0,25.265,0.250,Stuck,205,q_table_v5.json,False
525,Bot 05,B05,True,145.956,4,3,3,0,35.287,0.250,Stuck,205,q_table_v5.json,False
526,Bot 04,B04,True,68.484,2,1,0,0,27.251,0.250,Stuck,205,q_table_v5.json,False
527,Bot 08,B08,True,179.460,5,4,0,1,41.088,0.250,Stuck,205,q_table_v5.json,False
528,Bot 06,B06,True,176.882,5,4,3,0,38.604,0.250,Stuck,205,q_table_v5.json,False
529,Bot 03,B03,True,142.127,4,3,2,0,34.131,0.250,Stuck,205,q_table_v5.json,False
530,Bot 09,B09,True,171.929,5,4,0,1,41.085,0.250,Stuck,205,q_table_v5.json,False
531,Bot 10,B10,True,223.904,6,5,1,0,42.900,0.250,Stuck,205,q_table_v5.json,False
532,Bot 02,B02,True,179.571,5,4,0,0,42.078,0.250,Stuck,205,q_table_v5.json,False
533,Bot 07,B07,True,68.573,2,1,0,0,25.599,0.250,Stuck,205,q_table_v5.json,False
534,Bot 01,B01,True,225.873,6,5,0,0,41.426,0.250,Stuck,205,q_table_v5.json,False
535,Bot 05,B05,True,67.866,2,1,0,0,25.265,0.250,Stuck,205,q_table_v5.json,False
536,Bot 04,B04,True,67.764,2,1,0,0,26.593,0.250,Stuck,205,q_table_v5.json,False
537,Bot 03,B03,True,68.506,2,1,0,0,25.269,0.250,Stuck,205,q_table_v5.json,False
538,Bot 09,B09,True,67.269,2,1,0,0,25.187,0.250,Stuck,205,q_table_v5.json,False
539,Bot 06,B06,True,68.206,2,1,0,0,27.009,0.250,Stuck,205,q_table_v5.json,False
540,Bot 10,B10,True,69.435,2,1,0,0,25.929,0.250,Stuck,205,q_table_v5.json,False
541,Bot 02,B02,True,67.624,2,1,0,0,25.850,0.250,Stuck,205,q_table_v5.json,False
542,Bot 07,B07,True,67.463,2,1,0,0,25.263,0.250,Stuck,205,q_table_v5.json,False
543,Bot 01,B01,True,71.659,2,1,0,0,25.260,0.250,Stuck,205,q_table_v5.json,False
544,Bot 08,B08,True,186.365,5,4,5,0,41.586,0.250,Stuck,205,q_table_v5.json,False
