Episode,BotName,BotId,SharedQTable,LearningEnabled,TotalReward,CheckpointsReached,BestCheckpointIndex,TargetCheckpointIndex,CoinsCollected,BombsHit,Duration,Epsilon,EndReason,LearnedStateCount,QTableFile,NewBest,TimeSinceCheckpointProgress,LastAction,LastState
602,Bot 02,B02,True,True,400.905,11,10,11,2,0,98.182,0.076,Stuck,2666,q_table_v7.json,False,45.023,Coast,cp:11|dist:far|angle:forward|speed:cruise|progress:danger|bomb:False|fsm:Recover
603,Bot 04,B04,True,True,539.098,15,14,15,8,0,107.718,0.075,RaceComplete,2668,q_table_v7.json,False,7.996,Coast,cp:finish|dist:close|angle:forward|speed:cruise|progress:fresh|bomb:False|fsm:Racing
604,Bot 10,B10,True,True,211.285,6,5,6,1,1,77.445,0.075,Stuck,2673,q_table_v7.json,False,45.050,TurnRightAndAccelerate,cp:6|dist:far|angle:right|speed:slow|progress:danger|bomb:False|fsm:Recover
605,Bot 08,B08,True,True,416.020,12,11,12,0,1,116.700,0.075,Stuck,2682,q_table_v7.json,False,45.033,TurnRightAndAccelerate,cp:12|dist:far|angle:behindLeft|speed:cruise|progress:danger|bomb:False|fsm:Recover
606,Bot 03,B03,True,True,73.866,2,1,2,0,0,54.144,0.074,Stuck,2694,q_table_v7.json,False,45.018,AccelerateForward,cp:2|dist:far|angle:left|speed:cruise|progress:danger|bomb:False|fsm:Recover
607,Bot 09,B09,True,True,221.826,6,5,6,3,1,74.774,0.074,Stuck,2694,q_table_v7.json,False,45.018,AccelerateForward,cp:6|dist:far|angle:left|speed:slow|progress:danger|bomb:False|fsm:Recover
608,Bot 01,B01,True,True,427.214,12,11,12,2,0,121.350,0.073,Stuck,2695,q_table_v7.json,False,45.045,Brake,cp:12|dist:medium|angle:behindRight|speed:slow|progress:danger|bomb:False|fsm:Recover
609,Bot 07,B07,True,True,99.535,3,2,3,0,0,55.828,0.073,Stuck,2698,q_table_v7.json,False,45.077,AccelerateForward,cp:3|dist:medium|angle:behindLeft|speed:cruise|progress:danger|bomb:False|fsm:Recover
610,Bot 02,B02,True,True,99.049,3,2,3,0,0,58.205,0.073,Stuck,2698,q_table_v7.json,False,45.021,HardRight,cp:3|dist:close|angle:behindLeft|speed:slow|progress:danger|bomb:False|fsm:Racing
611,Bot 04,B04,True,True,212.742,6,5,6,0,0,66.194,0.072,Stuck,2698,q_table_v7.json,False,45.024,AccelerateForward,cp:6|dist:close|angle:behindLeft|speed:slow|progress:danger|bomb:False|fsm:Racing
612,Bot 06,B06,True,True,248.617,7,6,7,1,0,107.298,0.072,Stuck,2698,q_table_v7.json,False,45.024,HardRight,cp:7|dist:medium|angle:behindRight|speed:slow|progress:danger|bomb:False|fsm:Recover
613,Bot 05,B05,True,True,283.779,8,7,8,2,0,94.525,0.072,Stuck,2705,q_table_v7.json,False,45.015,TurnRightAndAccelerate,cp:8|dist:close|angle:behindRight|speed:slow|progress:danger|bomb:False|fsm:Racing
614,Bot 09,B09,True,True,62.280,2,1,2,0,0,50.696,0.071,Stuck,2705,q_table_v7.json,False,45.095,TurnLeftAndAccelerate,cp:2|dist:medium|angle:hardRight|speed:cruise|progress:danger|bomb:False|fsm:Recover
615,Bot 01,B01,True,True,171.906,5,4,5,1,0,64.483,0.071,Stuck,2714,q_table_v7.json,False,45.016,AccelerateForward,cp:5|dist:close|angle:forward|speed:cruise|progress:danger|bomb:False|fsm:Racing
616,Bot 03,B03,True,True,275.188,8,7,8,1,1,82.740,0.071,Stuck,2719,q_table_v7.json,False,45.010,Brake,cp:8|dist:medium|angle:behindRight|speed:slow|progress:danger|bomb:False|fsm:Recover
617,Bot 07,B07,True,True,169.864,5,4,5,0,0,65.775,0.070,Stuck,2720,q_table_v7.json,False,45.026,TurnLeftAndAccelerate,cp:5|dist:close|angle:hardRight|speed:cruise|progress:danger|bomb:False|fsm:Racing
618,Bot 10,B10,True,True,322.700,9,8,9,1,1,111.358,0.070,Stuck,2722,q_table_v7.json,False,45.037,AccelerateForward,cp:9|dist:medium|angle:hardLeft|speed:cruise|progress:danger|bomb:False|fsm:Racing
619,Bot 08,B08,True,True,362.650,10,9,10,5,0,118.658,0.069,Stuck,2723,q_table_v7.json,False,45.030,AccelerateForward,cp:10|dist:medium|angle:hardRight|speed:fast|progress:danger|bomb:False|fsm:Recover
